student_id,timestamp,time_of_day,app_category,duration_minutes,is_class_time,is_study_period,is_late_night,hours_to_deadline,task_priority,assignment_count,notification_count,unlock_count,procrastination_level
24525374,2026-05-09 07:35:41,Morning,Social,48,0,0,0,131.67,High,1,23,3,Medium
24525374,2026-05-09 08:46:41,Morning,Productivity,21,0,0,0,130.48,High,4,8,1,Low
24525374,2026-05-09 09:54:41,Morning,System,7,0,0,0,129.35,High,3,2,1,Low
24525374,2026-05-09 12:30:41,Afternoon,Entertainment,52,0,0,0,126.75,Medium,3,14,7,Medium
24525374,2026-05-09 14:17:41,Afternoon,Productivity,34,0,0,0,124.97,High,3,9,1,Low
24525374,2026-05-09 14:28:41,Afternoon,Entertainment,62,0,0,0,124.78,Medium,3,10,6,Medium
24525374,2026-05-09 15:00:41,Afternoon,Entertainment,14,0,0,0,124.25,Medium,0,5,1,Low
24525374,2026-05-09 16:42:41,Afternoon,Productivity,35,0,0,0,122.55,Medium,4,0,5,Low
24525374,2026-05-09 17:12:41,Evening,Social,25,0,0,0,122.05,Medium,0,14,3,Low
24525374,2026-05-09 19:33:41,Evening,Social,45,0,0,0,119.7,High,4,1,2,Medium
24525374,2026-05-09 21:25:41,Evening,Social,30,0,0,0,117.83,Medium,3,24,4,Medium
24525374,2026-05-09 22:40:41,Night,Social,25,0,0,1,116.58,Low,4,35,7,High
24525374,2026-05-10 01:17:41,Night,Gaming,61,0,0,1,113.97,Low,2,13,10,High
24525374,2026-05-10 03:02:41,Night,Entertainment,29,0,0,1,112.22,Medium,3,20,4,High
24525374,2026-05-10 05:43:41,Morning,Social,32,0,0,0,109.53,High,0,17,8,Medium
24525374,2026-05-10 06:07:41,Morning,System,10,0,0,0,109.13,Medium,5,1,3,Low
24525374,2026-05-10 06:35:41,Morning,System,7,0,0,0,108.67,Medium,5,2,2,Low
24525374,2026-05-10 08:33:41,Morning,System,8,0,0,0,106.7,Medium,5,5,1,Low
24525374,2026-05-10 10:05:41,Morning,Productivity,18,0,0,0,105.17,Low,2,4,7,Low
24525374,2026-05-10 12:42:41,Afternoon,Productivity,32,0,0,0,102.55,Medium,1,5,2,Low
24525374,2026-05-10 13:05:41,Afternoon,Entertainment,60,0,0,0,102.17,Medium,5,12,6,Medium
24525374,2026-05-10 14:05:41,Afternoon,Productivity,23,0,0,0,101.17,Medium,4,0,1,Low
24525374,2026-05-10 14:17:41,Afternoon,System,2,0,0,0,100.97,Low,1,0,1,Low
24525374,2026-05-10 15:04:41,Afternoon,Productivity,24,0,1,0,100.18,Low,4,2,1,Low
24525374,2026-05-10 17:20:41,Evening,Productivity,31,0,0,0,97.92,Low,2,10,3,Low
24525374,2026-05-10 18:54:41,Evening,Social,27,0,0,0,96.35,High,4,25,9,High
24525374,2026-05-10 21:16:41,Evening,Entertainment,17,0,0,0,93.98,High,4,11,1,Medium
24525374,2026-05-10 21:52:41,Evening,Productivity,44,0,1,0,93.38,Low,2,3,6,Low
24525374,2026-05-11 00:02:41,Night,System,8,0,0,1,91.22,Medium,5,4,1,Low
24525374,2026-05-11 02:30:41,Night,Social,20,0,0,1,88.75,Medium,0,21,7,Medium
24525374,2026-05-11 03:55:41,Night,Social,58,0,0,1,87.33,Low,3,29,11,High
24525374,2026-05-11 04:31:41,Night,Gaming,83,0,0,1,86.73,Medium,2,8,8,High
24525374,2026-05-11 06:42:41,Morning,System,11,0,0,0,84.55,High,0,3,1,Low
24525374,2026-05-11 07:59:41,Morning,Productivity,13,1,0,0,83.27,Medium,2,7,1,Low
24525374,2026-05-11 09:37:41,Morning,Productivity,51,0,1,0,81.63,High,3,10,9,Medium
24525374,2026-05-11 12:25:41,Afternoon,System,14,0,0,0,78.83,Medium,4,2,1,Low
24525374,2026-05-11 14:31:41,Afternoon,Productivity,4,1,1,0,76.73,Medium,2,4,1,Low
24525374,2026-05-11 16:52:41,Afternoon,Productivity,33,1,1,0,74.38,Medium,0,7,6,Low
24525374,2026-05-11 19:38:41,Evening,Entertainment,42,0,1,0,71.62,High,5,26,5,High
24525374,2026-05-11 20:42:41,Evening,Gaming,47,0,0,0,70.55,Low,2,16,9,Medium
24525374,2026-05-11 23:26:41,Night,Gaming,61,0,0,1,67.82,Medium,2,6,9,Medium
24525374,2026-05-12 02:25:41,Night,System,8,0,0,1,64.83,High,4,3,8,Low
24525374,2026-05-12 03:28:41,Night,Social,32,0,0,1,63.78,High,4,19,1,High
24525374,2026-05-12 06:12:41,Morning,Social,31,0,0,0,61.05,Low,2,12,1,Low
24525374,2026-05-12 08:37:41,Morning,Gaming,61,1,1,0,58.63,High,2,9,4,High
24525374,2026-05-12 10:31:41,Morning,System,12,0,1,0,56.73,High,1,3,1,Low
24525374,2026-05-12 11:14:41,Morning,Entertainment,41,0,0,0,56.02,Low,0,6,8,Low
24525374,2026-05-12 13:23:41,Afternoon,Productivity,23,1,0,0,53.87,Medium,2,1,1,Low
24525374,2026-05-12 14:32:41,Afternoon,Social,7,0,1,0,52.72,High,1,16,1,High
24525374,2026-05-12 15:45:41,Afternoon,System,2,0,1,0,51.5,High,5,3,1,Low
24525374,2026-05-12 18:00:41,Evening,Social,20,0,0,0,49.25,Medium,5,12,5,Medium
24525374,2026-05-12 18:51:41,Evening,Social,37,0,0,0,48.4,Medium,2,23,8,Low
24525374,2026-05-12 20:48:41,Evening,Social,43,0,1,0,46.45,High,1,20,4,High
24525374,2026-05-12 23:38:41,Night,Social,39,0,0,1,43.62,Medium,0,13,6,High
24525374,2026-05-13 01:53:41,Night,Gaming,79,0,0,1,41.37,Low,3,17,7,High
24525374,2026-05-13 04:21:41,Night,Entertainment,22,0,0,1,38.9,Low,3,9,7,High
24525374,2026-05-13 06:17:41,Morning,Social,46,0,0,0,36.97,Medium,2,27,8,Medium
24525374,2026-05-13 07:55:41,Morning,Productivity,30,1,0,0,35.33,Medium,2,6,7,Low
24525374,2026-05-13 09:55:41,Morning,System,11,1,0,0,33.33,Low,4,4,1,Low
24525374,2026-05-13 12:18:41,Afternoon,Social,2,0,0,0,30.95,Low,1,13,1,Low
24525374,2026-05-13 15:17:41,Afternoon,Productivity,26,1,1,0,27.97,High,4,3,6,Low
24525374,2026-05-13 16:36:41,Afternoon,System,10,1,0,0,26.65,Low,4,5,1,Low
24525374,2026-05-13 17:26:41,Evening,System,12,0,0,0,25.82,High,2,2,3,Low
24525374,2026-05-13 19:30:41,Evening,Entertainment,42,0,1,0,23.75,Low,0,11,6,High
24525374,2026-05-13 20:36:41,Evening,Entertainment,46,0,1,0,22.65,Medium,4,17,7,High
24525374,2026-05-13 22:43:41,Night,Social,8,0,0,1,20.53,High,1,26,1,High
24525374,2026-05-13 23:46:41,Night,Productivity,36,0,0,1,19.48,High,1,6,4,Low
24525374,2026-05-14 01:46:41,Night,Entertainment,52,0,0,1,17.48,Medium,2,15,4,High
24525374,2026-05-14 02:28:41,Night,Entertainment,97,0,0,1,16.78,High,5,14,10,High
24525374,2026-05-14 04:41:41,Night,Productivity,24,0,0,1,14.57,Low,4,2,4,Low
24525374,2026-05-14 07:40:41,Morning,Social,53,1,0,0,11.58,Medium,3,24,5,High
24525374,2026-05-14 07:57:41,Morning,Social,43,1,0,0,11.3,High,3,21,11,High
24525374,2026-05-14 10:30:41,Morning,Gaming,69,0,0,0,8.75,Low,1,7,8,High
24525374,2026-05-14 13:30:41,Afternoon,System,5,1,0,0,5.75,Medium,5,5,1,Low
24525374,2026-05-14 15:14:41,Afternoon,Gaming,48,1,1,0,4.02,Medium,3,13,3,High
24525374,2026-05-14 17:31:41,Evening,Productivity,35,0,0,0,1.73,High,0,5,1,Low
24525374,2026-05-14 18:46:41,Evening,Gaming,94,0,0,0,0.48,Medium,2,10,11,High
24525374,2026-05-14 21:25:41,Evening,Productivity,12,0,1,0,0.0,Low,3,3,1,Low
24525374,2026-05-14 22:31:41,Night,Productivity,26,0,0,1,0.0,Medium,1,13,1,Low
24522169,2026-05-08 01:19:41,Night,Entertainment,75,0,0,1,139.93,Low,5,19,10,High
24522169,2026-05-08 02:10:41,Night,Entertainment,79,0,0,1,139.08,Low,5,13,8,High
24522169,2026-05-08 02:59:41,Night,Social,29,0,0,1,138.27,Medium,3,11,3,Medium
24522169,2026-05-08 05:22:41,Morning,Productivity,1,0,0,0,135.88,High,5,2,1,Low
24522169,2026-05-08 06:29:41,Morning,System,12,0,0,0,134.77,High,3,2,2,Low
24522169,2026-05-08 09:25:41,Morning,Social,43,1,0,0,131.83,Medium,0,11,1,High
24522169,2026-05-08 11:07:41,Morning,Entertainment,27,0,0,0,130.13,Medium,2,20,5,Medium
24522169,2026-05-08 12:59:41,Afternoon,System,15,0,0,0,128.27,Medium,4,3,2,Medium
24522169,2026-05-08 14:49:41,Afternoon,System,10,1,1,0,126.43,Medium,2,2,3,Low
24522169,2026-05-08 17:10:41,Evening,Productivity,38,0,0,0,124.08,High,5,10,8,Medium
24522169,2026-05-08 19:10:41,Evening,Gaming,58,0,1,0,122.08,Low,1,10,3,High
24522169,2026-05-08 21:59:41,Evening,Entertainment,35,0,0,0,119.27,Low,4,13,5,Low
24522169,2026-05-09 00:43:41,Night,Social,3,0,0,1,116.53,Medium,5,18,1,Medium
24522169,2026-05-09 02:45:41,Night,Social,45,0,0,1,114.5,Medium,3,21,7,High
24522169,2026-05-09 03:36:41,Night,Social,25,0,0,1,113.65,Medium,2,12,3,Medium
24522169,2026-05-09 06:15:41,Morning,Entertainment,63,0,0,0,111.0,Medium,2,12,6,Medium
24522169,2026-05-09 07:05:41,Morning,Productivity,15,0,0,0,110.17,Low,3,10,5,Low
24522169,2026-05-09 07:21:41,Morning,Productivity,33,0,0,0,109.9,Medium,1,1,7,Low
24522169,2026-05-09 07:46:41,Morning,Social,35,0,0,0,109.48,High,0,6,1,Medium
24522169,2026-05-09 08:53:41,Morning,System,6,0,0,0,108.37,Low,4,1,4,Medium
24522169,2026-05-09 09:10:41,Morning,Productivity,34,0,1,0,108.08,High,3,3,9,Low
24522169,2026-05-09 09:43:41,Morning,System,8,0,1,0,107.53,Medium,1,3,6,Low
24522169,2026-05-09 11:24:41,Morning,Productivity,20,0,0,0,105.85,Medium,2,3,5,Low
24522169,2026-05-09 13:54:41,Afternoon,Entertainment,49,0,0,0,103.35,Low,4,5,7,Medium
24522169,2026-05-09 14:08:41,Afternoon,System,3,0,0,0,103.12,Medium,1,5,2,Low
24522169,2026-05-09 15:10:41,Afternoon,Productivity,21,0,0,0,102.08,Low,3,6,2,Low
24522169,2026-05-09 17:17:41,Evening,Social,32,0,0,0,99.97,Medium,3,28,7,Medium
24522169,2026-05-09 19:32:41,Evening,Social,44,0,0,0,97.72,Low,2,28,5,Medium
24522169,2026-05-09 21:19:41,Evening,Gaming,69,0,1,0,95.93,Medium,3,8,7,High
24522169,2026-05-09 23:57:41,Night,Productivity,20,0,0,1,93.3,Medium,3,8,6,Low
24522169,2026-05-10 01:34:41,Night,Gaming,99,0,0,1,91.68,Medium,2,12,12,High
24522169,2026-05-10 03:18:41,Night,Social,29,0,0,1,89.95,Medium,5,23,1,High
24522169,2026-05-10 04:29:41,Night,Productivity,11,0,0,1,88.77,Medium,4,2,3,Low
24522169,2026-05-10 07:20:41,Morning,Social,40,0,0,0,85.92,Low,4,18,8,Medium
24522169,2026-05-10 09:03:41,Morning,System,1,0,0,0,84.2,Medium,0,3,1,Low
24522169,2026-05-10 11:36:41,Morning,Social,16,0,0,0,81.65,Medium,1,11,1,Low
24522169,2026-05-10 13:06:41,Afternoon,Social,8,0,0,0,80.15,High,2,29,1,Low
24522169,2026-05-10 13:52:41,Afternoon,Entertainment,37,0,0,0,79.38,Low,3,6,1,Medium
24522169,2026-05-10 16:17:41,Afternoon,Productivity,20,0,0,0,76.97,High,0,2,3,Low
24522169,2026-05-10 18:07:41,Evening,Productivity,30,0,0,0,75.13,Low,0,0,1,Low
24522169,2026-05-10 20:53:41,Evening,Productivity,22,0,1,0,72.37,Medium,2,5,1,Low
24522169,2026-05-10 23:08:41,Night,Social,60,0,0,1,70.12,Medium,1,21,9,High
24522169,2026-05-10 23:33:41,Night,Entertainment,45,0,0,1,69.7,Low,5,11,2,Medium
24522169,2026-05-11 00:17:41,Night,Gaming,67,0,0,1,68.97,Medium,4,12,11,High
24522169,2026-05-11 01:34:41,Night,Gaming,43,0,0,1,67.68,Low,5,14,7,High
24522169,2026-05-11 04:04:41,Night,Social,63,0,0,1,65.18,High,1,35,9,High
24522169,2026-05-11 05:46:41,Morning,Productivity,35,0,0,0,63.48,Low,5,4,2,Low
24522169,2026-05-11 06:19:41,Morning,Entertainment,27,0,0,0,62.93,High,2,14,3,Low
24522169,2026-05-11 07:42:41,Morning,Entertainment,45,1,0,0,61.55,High,3,18,5,High
24522169,2026-05-11 08:51:41,Morning,System,11,0,1,0,60.4,Low,5,4,1,Low
24522169,2026-05-11 09:23:41,Morning,System,4,1,0,0,59.87,Low,3,1,1,Low
24522169,2026-05-11 11:59:41,Morning,Gaming,63,0,0,0,57.27,Medium,5,10,9,High
24522169,2026-05-11 12:15:41,Afternoon,Gaming,54,0,0,0,57.0,High,4,6,4,Medium
24522169,2026-05-11 13:29:41,Afternoon,System,10,1,0,0,55.77,High,2,1,1,Low
24522169,2026-05-11 14:56:41,Afternoon,Social,45,0,1,0,54.32,High,0,26,5,High
24522169,2026-05-11 15:58:41,Afternoon,Entertainment,5,0,1,0,53.28,High,5,19,2,High
24522169,2026-05-11 17:41:41,Evening,Gaming,42,0,0,0,51.57,Low,4,8,7,Medium
24522169,2026-05-11 20:30:41,Evening,Gaming,73,0,1,0,48.75,Medium,4,8,6,High
24522169,2026-05-11 22:26:41,Night,Social,41,0,0,1,46.82,Medium,2,20,9,High
24522169,2026-05-11 23:08:41,Night,Social,29,0,0,1,46.12,Low,0,24,7,Low
24522169,2026-05-12 00:00:41,Night,Productivity,13,0,0,1,45.25,High,5,4,11,Low
24522169,2026-05-12 01:02:41,Night,Gaming,57,0,0,1,44.22,High,0,13,10,High
24522169,2026-05-12 01:35:41,Night,Social,47,0,0,1,43.67,High,4,11,3,High
24522169,2026-05-12 01:53:41,Night,Social,30,0,0,1,43.37,Medium,4,10,1,Medium
24522169,2026-05-12 02:15:41,Night,Gaming,60,0,0,1,43.0,Medium,5,12,6,High
24522169,2026-05-12 02:42:41,Night,Gaming,51,0,0,1,42.55,Medium,2,15,14,High
24522169,2026-05-12 04:24:41,Night,Social,37,0,0,1,40.85,Low,4,22,5,High
24522169,2026-05-12 05:01:41,Morning,Productivity,29,0,0,0,40.23,High,0,5,7,Low
24522169,2026-05-12 07:22:41,Morning,Entertainment,37,1,0,0,37.88,Medium,4,24,4,High
24522169,2026-05-12 08:24:41,Morning,System,10,1,1,0,36.85,High,3,3,2,Low
24522169,2026-05-12 10:39:41,Morning,Gaming,71,0,0,0,34.6,High,3,4,4,High
24522169,2026-05-12 11:10:41,Morning,Social,11,0,0,0,34.08,Medium,5,4,1,High
24522169,2026-05-12 13:40:41,Afternoon,Social,3,1,0,0,31.58,Medium,3,11,1,High
24522169,2026-05-12 15:04:41,Afternoon,System,7,1,1,0,30.18,Low,1,2,6,Low
24522169,2026-05-12 15:19:41,Afternoon,System,9,1,0,0,29.93,Medium,3,4,1,Low
24522169,2026-05-12 15:36:41,Afternoon,Social,24,0,1,0,29.65,Medium,0,21,2,Medium
24522169,2026-05-12 17:52:41,Evening,Gaming,86,0,0,0,27.38,High,1,20,10,High
24522169,2026-05-12 19:33:41,Evening,Productivity,40,0,1,0,25.7,Low,0,12,4,Low
24522169,2026-05-12 21:19:41,Evening,Entertainment,43,0,1,0,23.93,Medium,1,3,4,High
24522169,2026-05-13 00:18:41,Night,Productivity,23,0,0,1,20.95,Medium,5,3,4,Low
24522169,2026-05-13 00:47:41,Night,Social,29,0,0,1,20.47,High,5,10,1,High
24522169,2026-05-13 01:11:41,Night,Gaming,62,0,0,1,20.07,High,3,7,8,High
24522169,2026-05-13 01:28:41,Night,System,6,0,0,1,19.78,High,4,5,3,Low
24522169,2026-05-13 04:14:41,Night,Gaming,62,0,0,1,17.02,High,0,11,9,High
24522169,2026-05-13 06:12:41,Morning,Gaming,77,0,0,0,15.05,Medium,0,13,8,High
24522169,2026-05-13 07:50:41,Morning,Gaming,76,0,0,0,13.42,High,3,11,7,High
24522169,2026-05-13 09:41:41,Morning,Social,41,0,0,0,11.57,Low,5,8,4,High
24522169,2026-05-13 11:49:41,Morning,Social,27,0,0,0,9.43,Medium,5,21,6,High
24522169,2026-05-13 13:20:41,Afternoon,Social,23,1,0,0,7.92,Medium,0,18,5,High
24522169,2026-05-13 14:40:41,Afternoon,Productivity,24,1,1,0,6.58,Medium,0,6,3,Low
24522169,2026-05-13 16:33:41,Afternoon,Productivity,35,1,1,0,4.7,Medium,5,8,1,Low
24522169,2026-05-13 18:57:41,Evening,Productivity,22,0,0,0,2.3,Medium,5,10,2,Low
24522169,2026-05-13 19:50:41,Evening,Social,21,0,1,0,1.42,High,4,15,4,High
24522169,2026-05-13 22:06:41,Night,Social,26,0,0,1,0.0,Medium,2,1,1,High
24522169,2026-05-14 00:34:41,Night,Entertainment,15,0,0,1,0.0,Low,2,6,1,Medium
24522169,2026-05-14 03:04:41,Night,Entertainment,37,0,0,1,0.0,High,2,6,1,High
24522169,2026-05-14 04:34:41,Night,System,4,0,0,1,0.0,Low,4,4,4,Low
24522169,2026-05-14 05:13:41,Morning,Entertainment,33,0,0,0,0.0,High,0,9,1,Medium
24522169,2026-05-14 06:17:41,Morning,Entertainment,12,0,0,0,0.0,Medium,1,3,6,Medium
24522169,2026-05-14 07:27:41,Morning,Productivity,1,0,0,0,0.0,Medium,3,3,1,Low
24522169,2026-05-14 08:27:41,Morning,Productivity,24,1,1,0,0.0,Low,0,6,2,Low
24522169,2026-05-14 08:45:41,Morning,Social,8,1,1,0,0.0,Medium,3,17,4,High
24522169,2026-05-14 10:05:41,Morning,Entertainment,40,0,1,0,0.0,Medium,3,11,6,High
24522169,2026-05-14 10:37:41,Morning,Productivity,20,1,1,0,0.0,High,4,8,1,Low
24522169,2026-05-14 12:40:41,Afternoon,Productivity,34,0,0,0,0.0,Low,2,2,2,Low
24522169,2026-05-14 14:21:41,Afternoon,Social,39,1,1,0,0.0,Medium,0,27,7,High
24522169,2026-05-14 16:05:41,Afternoon,Productivity,46,0,1,0,0.0,High,0,7,1,Low
24522169,2026-05-14 16:33:41,Afternoon,Productivity,20,1,1,0,0.0,Low,1,8,1,Low
24522169,2026-05-14 18:19:41,Evening,Social,38,0,0,0,0.0,Medium,1,12,4,Medium
24522169,2026-05-14 20:11:41,Evening,Productivity,26,0,1,0,0.0,Medium,2,3,3,Low
24522169,2026-05-14 23:02:41,Night,Gaming,56,0,0,1,0.0,High,2,19,5,High
24523803,2026-05-08 01:33:41,Night,System,15,0,0,1,163.7,Medium,2,5,1,Low
24523803,2026-05-08 02:42:41,Night,Gaming,68,0,0,1,162.55,Low,2,13,8,Medium
24523803,2026-05-08 02:58:41,Night,Social,15,0,0,1,162.28,High,5,1,8,Medium
24523803,2026-05-08 04:17:41,Night,Productivity,26,0,0,1,160.97,Medium,2,5,5,Low
24523803,2026-05-08 06:52:41,Morning,Gaming,63,0,0,0,158.38,Medium,3,0,5,Medium
24523803,2026-05-08 07:09:41,Morning,System,13,0,0,0,158.1,Low,3,1,1,Low
24523803,2026-05-08 10:03:41,Morning,Social,2,0,0,0,155.2,High,3,10,5,High
24523803,2026-05-08 12:43:41,Afternoon,Productivity,29,0,0,0,152.53,Medium,1,7,1,Low
24523803,2026-05-08 13:18:41,Afternoon,Entertainment,39,0,0,0,151.95,High,1,8,3,Medium
24523803,2026-05-08 15:07:41,Afternoon,Social,21,1,0,0,150.13,Low,4,16,4,Medium
24523803,2026-05-08 16:40:41,Afternoon,Productivity,16,1,0,0,148.58,Low,0,3,2,Low
24523803,2026-05-08 19:24:41,Evening,Productivity,21,0,1,0,145.85,High,2,4,1,Low
24523803,2026-05-08 19:42:41,Evening,Gaming,53,0,1,0,145.55,Medium,5,13,3,High
24523803,2026-05-08 20:58:41,Evening,Entertainment,40,0,0,0,144.28,High,1,11,7,Medium
24523803,2026-05-08 22:18:41,Night,Entertainment,59,0,0,1,142.95,Medium,4,14,7,High
24523803,2026-05-08 23:37:41,Night,Social,41,0,0,1,141.63,High,3,13,5,High
24523803,2026-05-09 01:45:41,Night,Social,26,0,0,1,139.5,Medium,1,16,1,Low
24523803,2026-05-09 03:59:41,Night,Entertainment,73,0,0,1,137.27,Medium,5,11,8,High
24523803,2026-05-09 06:36:41,Morning,Gaming,81,0,0,0,134.65,High,2,19,10,High
24523803,2026-05-09 07:32:41,Morning,Productivity,13,0,0,0,133.72,Medium,2,1,1,Low
24523803,2026-05-09 10:18:41,Morning,Entertainment,5,0,1,0,130.95,Medium,1,15,1,Medium
24523803,2026-05-09 10:49:41,Morning,System,15,0,0,0,130.43,Medium,5,1,1,Low
24523803,2026-05-09 12:29:41,Afternoon,Entertainment,60,0,0,0,128.77,Low,2,8,7,Medium
24523803,2026-05-09 13:22:41,Afternoon,Productivity,38,0,0,0,127.88,High,0,6,5,Low
24523803,2026-05-09 15:18:41,Afternoon,System,18,0,0,0,125.95,High,5,3,2,Low
24523803,2026-05-09 15:45:41,Afternoon,Productivity,36,0,1,0,125.5,Medium,3,7,6,Low
24523803,2026-05-09 18:23:41,Evening,Productivity,22,0,0,0,122.87,Medium,2,8,3,Low
24523803,2026-05-09 21:02:41,Evening,Social,15,0,1,0,120.22,Low,3,19,4,High
24523803,2026-05-09 22:06:41,Night,Gaming,24,0,0,1,119.15,High,3,9,4,High
24523803,2026-05-09 23:27:41,Night,Entertainment,65,0,0,1,117.8,Medium,3,16,5,Medium
24523803,2026-05-10 00:00:41,Night,Productivity,28,0,0,1,117.25,Medium,0,9,3,Low
24523803,2026-05-10 00:23:41,Night,Social,14,0,0,1,116.87,Low,4,23,1,Medium
24523803,2026-05-10 00:59:41,Night,Social,45,0,0,1,116.27,High,2,11,4,Medium
24523803,2026-05-10 03:51:41,Night,Productivity,28,0,0,1,113.4,Medium,0,8,1,Low
24523803,2026-05-10 05:02:41,Morning,Social,43,0,0,0,112.22,Medium,4,7,5,Low
24523803,2026-05-10 06:29:41,Morning,Productivity,18,0,0,0,110.77,Low,2,0,6,Low
24523803,2026-05-10 07:23:41,Morning,Productivity,16,0,0,0,109.87,High,1,6,1,Low
24523803,2026-05-10 08:53:41,Morning,Entertainment,75,0,0,0,108.37,High,4,22,7,High
24523803,2026-05-10 09:54:41,Morning,Productivity,28,0,0,0,107.35,Medium,3,2,1,Low
24523803,2026-05-10 11:35:41,Morning,System,2,0,0,0,105.67,Medium,4,7,1,Medium
24523803,2026-05-10 14:07:41,Afternoon,Social,25,0,0,0,103.13,Low,1,24,7,Medium
24523803,2026-05-10 16:03:41,Afternoon,System,7,0,1,0,101.2,Medium,5,1,1,Low
24523803,2026-05-10 18:13:41,Evening,Social,33,0,0,0,99.03,Low,4,13,7,Low
24523803,2026-05-10 20:46:41,Evening,Social,3,0,0,0,96.48,High,4,27,1,Medium
24523803,2026-05-10 22:55:41,Night,System,15,0,0,1,94.33,Medium,4,5,1,Low
24523803,2026-05-11 01:37:41,Night,Social,13,0,0,1,91.63,High,0,8,3,Medium
24523803,2026-05-11 03:51:41,Night,Entertainment,60,0,0,1,89.4,Low,3,19,9,High
24523803,2026-05-11 04:31:41,Night,Social,2,0,0,1,88.73,High,2,15,3,Medium
24523803,2026-05-11 05:46:41,Morning,Gaming,61,0,0,0,87.48,Medium,0,13,8,Medium
24523803,2026-05-11 08:25:41,Morning,Social,38,0,1,0,84.83,High,1,21,1,High
24523803,2026-05-11 09:52:41,Morning,Productivity,27,0,0,0,83.38,Medium,4,2,7,Low
24523803,2026-05-11 12:48:41,Afternoon,Entertainment,17,0,0,0,80.45,High,1,6,1,Low
24523803,2026-05-11 13:59:41,Afternoon,Entertainment,50,1,0,0,79.27,Medium,5,7,9,High
24523803,2026-05-11 16:15:41,Afternoon,Social,39,1,0,0,77.0,Medium,2,20,7,High
24523803,2026-05-11 17:27:41,Evening,Social,19,0,0,0,75.8,High,1,27,3,Medium
24523803,2026-05-11 17:59:41,Evening,Entertainment,36,0,0,0,75.27,High,4,8,10,High
24523803,2026-05-11 18:16:41,Evening,Productivity,26,0,0,0,74.98,Low,1,8,1,Low
24523803,2026-05-11 20:09:41,Evening,Gaming,47,0,0,0,73.1,Low,3,17,4,Medium
24523803,2026-05-11 23:09:41,Night,Gaming,10,0,0,1,70.1,High,1,3,1,Low
24523803,2026-05-12 01:37:41,Night,Gaming,72,0,0,1,67.63,High,1,12,6,High
24523803,2026-05-12 04:07:41,Night,System,14,0,0,1,65.13,High,5,0,1,Low
24523803,2026-05-12 05:49:41,Morning,Productivity,25,0,0,0,63.43,Medium,3,6,5,Low
24523803,2026-05-12 08:14:41,Morning,Social,40,0,0,0,61.02,Low,5,10,5,Medium
24523803,2026-05-12 10:24:41,Morning,Entertainment,74,1,0,0,58.85,Medium,1,14,7,High
24523803,2026-05-12 12:38:41,Afternoon,Productivity,30,0,0,0,56.62,Low,5,4,2,Low
24523803,2026-05-12 14:59:41,Afternoon,Productivity,37,0,0,0,54.27,High,4,7,6,Low
24523803,2026-05-12 16:06:41,Afternoon,Productivity,28,0,0,0,53.15,Low,4,10,2,Low
24523803,2026-05-12 17:16:41,Evening,Social,9,0,0,0,51.98,Medium,1,13,1,Low
24523803,2026-05-12 19:17:41,Evening,Gaming,86,0,1,0,49.97,Medium,3,8,13,High
24523803,2026-05-12 20:12:41,Evening,Productivity,25,0,1,0,49.05,High,2,10,1,Low
24523803,2026-05-12 21:30:41,Evening,Entertainment,23,0,1,0,47.75,Medium,3,1,1,High
24523803,2026-05-12 23:40:41,Night,Gaming,45,0,0,1,45.58,Medium,0,13,4,High
24523803,2026-05-13 02:23:41,Night,Gaming,53,0,0,1,42.87,Medium,3,10,5,High
24523803,2026-05-13 05:03:41,Morning,Gaming,79,0,0,0,40.2,Medium,2,9,8,High
24523803,2026-05-13 05:13:41,Morning,System,11,0,0,0,40.03,High,1,1,3,Low
24523803,2026-05-13 06:41:41,Morning,Gaming,63,0,0,0,38.57,Low,1,9,6,Medium
24523803,2026-05-13 07:06:41,Morning,System,3,1,0,0,38.15,High,1,3,3,Low
24523803,2026-05-13 07:30:41,Morning,System,8,1,0,0,37.75,High,2,5,6,Low
24523803,2026-05-13 09:08:41,Morning,System,13,0,1,0,36.12,Low,5,0,1,Low
24523803,2026-05-13 09:26:41,Morning,Productivity,14,0,1,0,35.82,High,5,11,3,Low
24523803,2026-05-13 11:13:41,Morning,Social,29,0,0,0,34.03,Low,4,12,2,Medium
24523803,2026-05-13 12:50:41,Afternoon,Social,20,0,0,0,32.42,Low,3,23,4,Medium
24523803,2026-05-13 14:42:41,Afternoon,Gaming,23,1,1,0,30.55,Low,5,16,2,High
24523803,2026-05-13 17:19:41,Evening,Productivity,31,0,0,0,27.93,Low,5,5,5,Low
24523803,2026-05-13 19:00:41,Evening,Entertainment,65,0,0,0,26.25,Medium,3,26,1,High
24523803,2026-05-13 21:43:41,Evening,Entertainment,42,0,1,0,23.53,Medium,1,16,11,High
24523803,2026-05-13 22:48:41,Night,System,20,0,0,1,22.45,Low,4,4,3,Low
24523803,2026-05-14 00:28:41,Night,Productivity,37,0,0,1,20.78,Low,4,5,7,Low
24523803,2026-05-14 01:37:41,Night,Productivity,22,0,0,1,19.63,High,1,4,3,Low
24523803,2026-05-14 03:54:41,Night,Productivity,36,0,0,1,17.35,Low,4,4,1,Low
24523803,2026-05-14 04:57:41,Night,Social,44,0,0,1,16.3,Low,1,13,6,High
24523803,2026-05-14 07:07:41,Morning,Productivity,33,0,0,0,14.13,Low,4,5,12,Medium
